asset_class,asset_subclass,has_market_price,has_cash_flows,has_options_features,is_exchange_traded,has_credit_risk,has_early_exercise,is_path_dependent,volatility_available,liquidity,maturity_years,data_availability,ifrs_level,recommended_method
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.49,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.91,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.64,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.29,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.91,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.42,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.75,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.51,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.44,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.32,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.49,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.54,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.3,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.04,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.62,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.42,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.94,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.46,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.13,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.34,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.25,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.2,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.57,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.26,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.23,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.71,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.75,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.23,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.68,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.62,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.32,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.77,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.39,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.72,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.46,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.99,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.79,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.49,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.73,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.17,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.93,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.41,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.42,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.28,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.66,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.76,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.96,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.86,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.33,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.39,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.5,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.13,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.38,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.28,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.6,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.34,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.06,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.45,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.32,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.6,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.82,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.88,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.07,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.85,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.89,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.08,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.59,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.99,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.84,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.87,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.13,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.82,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.11,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.63,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.5,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.25,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.14,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.42,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.92,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.32,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.19,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.74,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.25,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.25,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.68,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.05,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.67,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.8,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.01,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.36,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.25,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.94,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.23,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.06,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.63,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.32,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.13,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.34,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.83,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.58,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.5,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.99,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.28,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.97,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.42,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.33,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.6,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.42,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.27,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.99,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.54,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.68,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.35,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.91,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.6,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.95,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.77,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.89,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.44,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.56,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.57,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.01,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.6,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.54,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.46,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.51,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.69,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.95,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.22,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.03,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.61,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.96,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.61,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.03,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.74,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.5,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.64,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.85,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.85,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.79,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.29,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.7,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.64,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.58,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.87,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.81,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.67,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.35,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.96,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.27,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.96,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.39,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.98,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.39,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.17,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.46,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.62,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.12,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.07,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.77,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.98,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.57,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.59,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.43,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.14,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.55,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.91,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.26,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.81,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.56,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.95,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.49,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.59,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.57,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.92,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.18,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.71,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.66,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.32,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.21,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.09,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.35,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.18,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.86,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.28,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.92,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.84,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.89,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.86,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.48,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.12,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.64,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.7,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.71,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.13,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.53,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.96,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.48,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.44,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.44,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.53,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.88,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.48,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.35,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.27,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.51,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.39,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.49,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.54,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.07,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.3,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.41,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.2,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.55,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.41,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.12,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.51,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.98,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.47,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.62,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.69,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.49,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.27,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.78,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.12,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.11,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.7,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.52,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.52,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.8,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.54,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.68,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.05,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.8,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.32,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.78,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.36,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.88,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.44,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.28,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.44,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.28,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.76,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.32,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.3,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.17,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.2,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.39,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.24,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.67,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.31,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.21,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.52,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.44,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.67,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.94,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.33,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.92,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.81,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.24,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.56,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.87,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.43,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.31,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.44,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.88,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,1.52,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,1.19,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.49,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.79,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,Medium,0.41,Full,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,0,0,0,1,High,0.15,Full,1,Cost-of-Carry
