asset_class,asset_subclass,has_market_price,has_cash_flows,has_options_features,is_exchange_traded,liquidity,maturity_years,has_credit_risk,has_early_exercise,is_path_dependent,data_availability,volatility_available,ifrs_level,recommended_method
Currency,Major FX Forward,1,0,0,0,Medium,0.04,0,0,0,Full,1,1,Forward-Pricing
Commodity,Commodity Spot,1,0,0,1,Medium,0.26,0,0,0,Full,1,1,Cost-of-Carry
Option,American Put,1,0,1,1,Medium,1.41,0,1,0,Full,1,1,Binomial-Tree
Option,European Option,1,0,1,1,High,0.16,0,0,0,Full,1,1,Black-Scholes
Option,European Call,1,0,1,1,Medium,0.12,0,0,0,Full,1,2,Black-Scholes
Derivative,Equity Swap,0,1,0,0,Medium,4.61,1,0,0,Partial,1,3,DCF
Derivative,Interest Rate Swap,0,1,0,0,Medium,26.03,1,0,0,Partial,0,2,DCF
Bond,Zero-Coupon Bond,1,1,0,1,Medium,16.31,0,0,0,Full,1,2,DCF
Option,Swaption,0,0,1,0,Medium,6.47,0,0,0,Partial,1,3,Black-Scholes
Option,Barrier Option,0,0,1,0,Low,1.28,0,0,1,Partial,1,3,Monte-Carlo
Option,European Put,1,0,1,1,High,0.94,0,0,0,Full,1,1,Black-Scholes
Bond,CDS,1,1,0,0,Medium,3.63,1,0,0,Sparse,0,2,Credit-Model
Bond,Corporate Bond (IG),1,1,0,1,High,18.15,1,0,0,Full,1,2,DCF
Option,Lookback Option,0,0,1,0,Low,0.89,0,0,1,Partial,1,3,Monte-Carlo
Derivative,Commodity Future,1,0,0,1,Medium,1.23,0,0,0,Full,1,2,Cost-of-Carry
Bond,Floating Rate Note,1,1,0,1,High,1.16,0,0,0,Partial,1,1,DCF
Derivative,Interest Rate Swap,0,1,0,0,High,13.79,1,0,0,Partial,0,2,DCF
Option,European Call,1,0,1,1,High,0.44,0,0,0,Full,1,2,Black-Scholes
Bond,Zero-Coupon Bond,1,1,0,1,Medium,1.98,0,0,0,Full,1,1,DCF
Option,Swaption,0,0,1,0,Low,8.18,0,0,0,Partial,1,3,Black-Scholes
Derivative,Interest Rate Swap,0,1,0,0,Medium,22.08,1,0,0,Partial,0,2,DCF
Derivative,Interest Rate Swap,0,1,0,0,Medium,8.5,1,0,0,Partial,0,2,DCF
Derivative,Equity Index Future,1,0,0,1,High,0.2,0,0,0,Full,1,1,Forward-Pricing
Option,OTC European Option,0,0,1,0,Medium,0.93,1,0,0,Partial,1,1,Black-Scholes
Bond,Corporate Bond (HY),1,1,0,1,Medium,10.95,1,0,0,Partial,1,3,Credit-Model
Derivative,FX Option,0,0,1,0,Medium,1.52,0,0,0,Partial,1,2,Black-Scholes
Currency,Cross Currency Swap,0,1,0,0,Medium,2.43,1,0,0,Partial,0,2,Forward-Pricing
Option,OTC European Option,0,0,1,0,Medium,0.8,1,0,0,Partial,1,3,Black-Scholes
Equity,Index ETF,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Option,American Call,1,0,1,1,Medium,1.87,0,1,0,Full,1,1,Binomial-Tree
Commodity,Commodity Spot,1,0,0,1,Medium,0.71,0,0,0,Full,1,1,Cost-of-Carry
Option,Swaption,0,0,1,0,Low,3.76,0,0,0,Partial,1,2,Black-Scholes
Option,American Put,1,0,1,1,High,0.04,0,1,0,Full,1,1,Binomial-Tree
Bond,CDS,1,1,0,0,Medium,2.49,1,0,0,Sparse,0,2,Credit-Model
Option,OTC European Option,0,0,1,0,Medium,1.43,1,0,0,Partial,1,3,Black-Scholes
Currency,EM FX Forward,0,0,0,0,Low,0.48,0,0,0,Sparse,1,3,Forward-Pricing
Option,European Call,1,0,1,1,Medium,0.42,0,0,0,Full,1,2,Black-Scholes
Currency,Major FX Forward,1,0,0,0,High,0.52,0,0,0,Full,1,1,Forward-Pricing
Option,American Call,1,0,1,1,Medium,1.74,0,1,0,Full,1,1,Binomial-Tree
Currency,Cross Currency Swap,0,1,0,0,Medium,7.92,1,0,0,Partial,0,2,Forward-Pricing
Currency,Major FX Forward,1,0,0,0,High,0.41,0,0,0,Full,1,2,Forward-Pricing
Equity,E-commerce Stock,1,0,0,1,High,,0,0,0,Partial,1,1,Relative
Bond,Government Bond ETF,1,1,0,1,High,5.144529402028288,0,0,0,Full,1,1,Mark-to-Market
Derivative,Commodity Future,1,0,0,1,High,0.6,0,0,0,Partial,1,1,Cost-of-Carry
Option,American Option,1,0,1,1,High,1.22,0,1,0,Full,1,2,Binomial-Tree
Bond,Corporate Bond (IG),1,1,0,1,Medium,26.55,1,0,0,Full,1,1,DCF
Bond,Sovereign Emerging Bond,1,1,0,1,Medium,12.94,1,0,0,Sparse,1,3,Credit-Model
Bond,CDS,1,1,0,0,Low,9.78,1,0,0,Sparse,0,3,Credit-Model
Currency,Major FX Forward,1,0,0,0,High,0.45,0,0,0,Full,1,1,Forward-Pricing
Option,European Put,1,0,1,1,High,0.54,0,0,0,Full,1,2,Black-Scholes
Derivative,FX Option,0,0,1,0,Medium,1.77,0,0,0,Partial,1,2,Black-Scholes
Option,Barrier Option,0,0,1,0,Low,0.88,0,0,1,Sparse,1,3,Monte-Carlo
Option,European Call,1,0,1,1,High,1.72,0,0,0,Full,1,1,Black-Scholes
Equity,Consumer Staple Stock,1,1,0,1,High,,0,0,0,Full,1,2,DDM
Commodity,Agriculture,1,0,0,1,Medium,0.76,0,0,0,Full,1,1,Cost-of-Carry
Equity,REIT,1,1,0,1,High,,0,0,0,Full,1,2,DDM
Equity,Blue Chip Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Option,Digital Option,0,0,1,0,Low,0.28,0,0,1,Partial,1,2,Monte-Carlo
Equity,Green Energy Stock,1,0,0,1,High,,0,0,0,Full,1,2,Relative
Commodity,Commodity Spot,1,0,0,1,Medium,1.33,0,0,0,Full,1,1,Cost-of-Carry
Bond,Municipal Bond,0,1,0,0,Medium,18.69,1,0,0,Sparse,0,2,DCF
Option,Swaption,0,0,1,0,Low,5.56,0,0,0,Partial,1,3,Black-Scholes
Currency,EM FX Forward,0,0,0,0,Low,1.02,0,0,0,Sparse,1,2,Forward-Pricing
Derivative,Commodity Future,1,0,0,1,High,0.54,0,0,0,Full,1,1,Cost-of-Carry
Bond,Municipal Bond,0,1,0,0,Medium,17.84,1,0,0,Sparse,0,2,DCF
Option,Asian Option,0,0,1,0,Medium,0.14,0,0,1,Partial,1,3,Monte-Carlo
Derivative,Equity Swap,0,1,0,0,Medium,2.43,1,0,0,Partial,1,2,DCF
Bond,Corporate Bond (IG),1,1,0,1,Medium,11.82,1,0,0,Partial,1,2,DCF
Bond,Corporate Bond (HY),1,1,0,1,Medium,4.34,1,0,0,Partial,1,2,Credit-Model
Option,European Call,1,0,1,1,Medium,1.91,0,0,0,Full,1,1,Black-Scholes
Bond,CDS,1,1,0,0,Low,6.98,1,0,0,Partial,0,3,Credit-Model
Bond,Municipal Bond,0,1,0,0,High,9.32,1,0,0,Partial,0,1,DCF
Bond,Convertible Bond,1,1,1,1,Medium,9.5,1,1,0,Partial,1,3,Credit-Model
Option,American Put,1,0,1,1,Low,0.97,0,1,0,Full,1,1,Binomial-Tree
Bond,Government Bond,1,1,0,1,High,27.37,0,0,0,Partial,1,1,DCF
Currency,EM FX Forward,0,0,0,0,Medium,0.34,0,0,0,Partial,1,3,Forward-Pricing
Equity,SaaS Stock,1,0,0,1,High,,0,0,0,Full,1,1,Relative
Equity,Energy Major Stock,1,1,0,1,High,,0,0,0,Partial,1,2,DDM
Bond,Sovereign Emerging Bond,1,1,0,1,Low,12.37,1,0,0,Sparse,1,2,Credit-Model
Currency,Major FX Forward,1,0,0,0,Medium,0.51,0,0,0,Full,1,1,Forward-Pricing
Option,European Call,1,0,1,1,High,1.69,0,0,0,Full,1,2,Black-Scholes
Option,Barrier Option,0,0,1,0,Low,1.32,0,0,1,Partial,1,3,Monte-Carlo
Option,Barrier Option,0,0,1,0,Low,1.42,0,0,1,Sparse,1,3,Monte-Carlo
Equity,Large Cap Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Option,American Call,1,0,1,1,Medium,1.2,0,1,0,Full,1,1,Binomial-Tree
Bond,Corporate Bond (IG),1,1,0,1,Medium,5.88,1,0,0,Partial,1,2,DCF
Commodity,Industrial Metal,1,0,0,1,Medium,0.35,0,0,0,Partial,1,2,Cost-of-Carry
Commodity,Industrial Metal,1,0,0,1,High,1.04,0,0,0,Partial,1,1,Cost-of-Carry
Currency,Cross Currency Swap,0,1,0,0,Medium,2.02,1,0,0,Partial,0,2,Forward-Pricing
Option,European Put,1,0,1,1,Medium,0.47,0,0,0,Full,1,2,Black-Scholes
Equity,Energy Major Stock,1,1,0,1,Medium,,0,0,0,Partial,1,2,DDM
Bond,CDS,1,1,0,0,Low,1.04,1,0,0,Sparse,0,3,Credit-Model
Commodity,Industrial Metal,1,0,0,1,Medium,0.35,0,0,0,Partial,1,1,Cost-of-Carry
Option,American Call,1,0,1,1,High,1.61,0,1,0,Full,1,2,Binomial-Tree
Option,OTC European Option,0,0,1,0,Low,0.49,1,0,0,Partial,1,2,Black-Scholes
Derivative,Interest Rate Swap,0,1,0,0,High,20.26,1,0,0,Partial,0,2,DCF
Option,OTC European Option,0,0,1,0,Low,2.99,1,0,0,Partial,1,3,Black-Scholes
Bond,MBS,0,1,0,0,Low,17.08,1,0,0,Sparse,0,2,DCF
Derivative,Equity Swap,0,1,0,0,Medium,3.93,1,0,0,Partial,1,3,DCF
Derivative,FX Option,0,0,1,0,Medium,1.1,0,0,0,Partial,1,2,Black-Scholes
Option,Swaption,0,0,1,0,Medium,1.41,0,0,0,Partial,1,3,Black-Scholes
Option,Barrier Option,0,0,1,0,Low,1.48,0,0,1,Sparse,1,3,Monte-Carlo
Option,Swaption,0,0,1,0,Low,8.56,0,0,0,Partial,1,2,Black-Scholes
Derivative,Interest Rate Swap,0,1,0,0,Medium,23.33,1,0,0,Partial,0,1,DCF
Bond,CDS,1,1,0,0,Low,8.74,1,0,0,Partial,0,3,Credit-Model
Bond,Corporate Bond (HY),1,1,0,1,Low,11.7,1,0,0,Partial,1,2,Credit-Model
Bond,Government Bond,1,1,0,1,High,3.9,0,0,0,Full,1,1,DCF
Bond,Corporate Bond (HY),1,1,0,1,Low,14.53,1,0,0,Sparse,1,3,Credit-Model
Bond,CDS,1,1,0,0,Low,5.27,1,0,0,Partial,0,2,Credit-Model
Derivative,FX Option,0,0,1,0,Low,1.09,0,0,0,Sparse,1,3,Black-Scholes
Equity,REIT,1,1,0,1,High,,0,0,0,Full,1,2,DDM
Bond,Corporate Bond (IG),1,1,0,1,High,27.11,1,0,0,Partial,1,2,DCF
Option,Asian Option,0,0,1,0,Low,1.73,0,0,1,Partial,1,2,Monte-Carlo
Bond,Corporate Bond (IG),1,1,0,1,Low,11.1,1,0,0,Full,1,2,DCF
Equity,Energy Major Stock,1,1,0,1,Medium,,0,0,0,Partial,1,2,DDM
Commodity,Agriculture,1,0,0,1,Medium,1.46,0,0,0,Partial,1,2,Cost-of-Carry
Option,European Put,1,0,1,1,Medium,0.21,0,0,0,Full,1,1,Black-Scholes
Bond,Corporate Bond (IG),1,1,0,1,Medium,10.64,1,0,0,Full,1,1,DCF
Bond,Corporate Bond (IG),1,1,0,1,High,3.77,1,0,0,Partial,1,2,DCF
Bond,CDS,1,1,0,0,Medium,7.81,1,0,0,Partial,0,3,Credit-Model
Derivative,Equity Swap,0,1,0,0,Medium,2.14,1,0,0,Partial,1,3,DCF
Option,American Put,1,0,1,1,Medium,1.82,0,1,0,Full,1,1,Binomial-Tree
Derivative,Interest Rate Swap,0,1,0,0,Medium,23.96,1,0,0,Partial,0,2,DCF
Commodity,Energy,1,0,0,1,Medium,0.47,0,0,0,Full,1,1,Cost-of-Carry
Bond,Floating Rate Note,1,1,0,1,High,3.12,0,0,0,Full,1,2,DCF
Option,European Call,1,0,1,1,Low,0.49,0,0,0,Partial,1,1,Black-Scholes
Option,Digital Option,0,0,1,0,Low,0.36,0,0,1,Partial,1,2,Monte-Carlo
Bond,MBS,0,1,0,0,Medium,2.89,1,0,0,Sparse,0,3,DCF
Currency,Cross Currency Swap,0,1,0,0,Medium,2.41,1,0,0,Partial,0,2,Forward-Pricing
Bond,Municipal Bond,0,1,0,0,Low,4.68,1,0,0,Sparse,0,3,DCF
Commodity,Precious Metal,1,0,0,1,High,0.53,0,0,0,Full,1,1,Cost-of-Carry
Derivative,Interest Rate Swap,0,1,0,0,Medium,10.17,1,0,0,Partial,0,2,DCF
Currency,EM FX Forward,0,0,0,0,High,0.25,0,0,0,Sparse,1,3,Forward-Pricing
Bond,Corporate Bond (IG),1,1,0,1,High,8.6,1,0,0,Partial,1,2,DCF
Currency,EM FX Forward,0,0,0,0,Medium,0.43,0,0,0,Sparse,1,2,Forward-Pricing
Bond,CDS,1,1,0,0,Low,6.24,1,0,0,Partial,0,3,Credit-Model
Currency,Major Currency Pair,1,0,0,1,High,,0,0,0,Full,1,1,Forward-Pricing
Option,European Call,1,0,1,1,High,0.96,0,0,0,Full,1,1,Black-Scholes
Bond,Sovereign Emerging Bond,1,1,0,1,Low,9.62,1,0,0,Partial,1,2,DCF
Bond,Sovereign Emerging Bond,1,1,0,1,Medium,12.4,1,0,0,Sparse,1,2,Credit-Model
Currency,FX Spot,1,0,0,0,High,0.5,0,0,0,Full,1,1,Forward-Pricing
Equity,Biotech Stock,1,0,0,1,Medium,,0,0,0,Full,1,1,Relative
Bond,Corporate Bond (IG),1,1,0,1,Medium,3.71,1,0,0,Full,1,1,DCF
Derivative,Equity Swap,0,1,0,0,Medium,2.4,1,0,0,Partial,1,2,DCF
Commodity,Precious Metal,1,0,0,1,High,0.65,0,0,0,Full,1,1,Cost-of-Carry
Bond,CDS,1,1,0,0,Low,4.38,1,0,0,Partial,0,3,Credit-Model
Bond,Corporate Bond (HY),1,1,0,1,Medium,12.47,1,0,0,Partial,1,3,Credit-Model
Option,Digital Option,0,0,1,0,Low,0.6,0,0,1,Partial,1,2,Monte-Carlo
Equity,REIT,1,1,0,1,High,,0,0,0,Full,1,2,DDM
Option,OTC European Option,0,0,1,0,Medium,1.24,1,0,0,Partial,1,3,Black-Scholes
Commodity,Commodity Spot,1,0,0,1,Medium,0.84,0,0,0,Full,1,1,Cost-of-Carry
Currency,EM FX Forward,0,0,0,0,Medium,0.49,0,0,0,Partial,1,2,Forward-Pricing
Equity,Large Cap Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Derivative,Interest Rate Swap,0,1,0,0,Medium,14.53,1,0,0,Partial,0,2,DCF
Bond,Corporate Bond (HY),1,1,0,1,Medium,6.08,1,0,0,Partial,1,1,Credit-Model
Bond,CDS,1,1,0,0,Medium,2.29,1,0,0,Sparse,0,2,Credit-Model
Equity,SaaS Stock,1,0,0,1,Medium,,0,0,0,Partial,1,2,Relative
Commodity,Energy,1,0,0,1,Medium,1.52,0,0,0,Partial,1,1,Cost-of-Carry
Bond,Corporate Bond (IG),1,1,0,1,High,9.28,1,0,0,Full,1,2,DCF
Equity,Blue Chip Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Option,Asian Option,0,0,1,0,Low,1.91,0,0,1,Sparse,1,2,Monte-Carlo
Commodity,Industrial Metal,1,0,0,1,High,1.0,0,0,0,Full,1,1,Cost-of-Carry
Currency,Cross Currency Swap,0,1,0,0,Low,7.91,1,0,0,Partial,0,3,Forward-Pricing
Equity,Biotech Stock,1,0,0,1,High,,0,0,0,Full,1,1,Relative
Option,European Call,1,0,1,1,Medium,2.0,0,0,0,Full,1,1,Black-Scholes
Equity,Consumer Staple Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Bond,Sovereign Emerging Bond,1,1,0,1,High,3.64,1,0,0,Sparse,1,2,Credit-Model
Option,American Put,1,0,1,1,Low,1.94,0,1,0,Partial,1,3,Binomial-Tree
Option,OTC European Option,0,0,1,0,Medium,0.57,1,0,0,Partial,1,3,Black-Scholes
Option,American Call,1,0,1,1,High,1.16,0,1,0,Full,1,2,Binomial-Tree
Equity,Large Cap Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Sovereign Emerging Bond,1,1,0,1,Medium,21.55,1,0,0,Sparse,1,2,Credit-Model
Bond,Municipal Bond,0,1,0,0,Medium,28.15,1,0,0,Sparse,0,2,DCF
Equity,Fintech Stock,1,0,0,1,High,,0,0,0,Partial,1,2,Relative
Currency,Major FX Forward,1,0,0,0,Medium,0.7,0,0,0,Full,1,2,Forward-Pricing
Currency,Major FX Forward,1,0,0,0,High,0.09,0,0,0,Full,1,1,Forward-Pricing
Bond,Corporate Bond (IG),1,1,0,1,Medium,4.04,1,0,0,Full,1,1,DCF
Bond,Government Bond,1,1,0,1,High,14.5,0,0,0,Full,1,2,DCF
Commodity,Agriculture,1,0,0,1,High,0.39,0,0,0,Partial,1,2,Cost-of-Carry
Equity,Utility Stock,1,1,0,1,High,,0,0,0,Partial,1,1,DDM
Bond,Government Bond,1,1,0,1,High,9.8,0,0,0,Full,1,1,DCF
Bond,CDS,1,1,0,0,Low,3.36,1,0,0,Partial,0,3,Credit-Model
Option,American Call,1,0,1,1,High,1.22,0,1,0,Full,1,2,Binomial-Tree
Equity,Banking Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Commodity,Agriculture,1,0,0,1,High,1.2,0,0,0,Partial,1,2,Cost-of-Carry
Bond,Municipal Bond,0,1,0,0,Medium,24.89,1,0,0,Sparse,0,2,DCF
Bond,Sovereign Emerging Bond,1,1,0,1,Low,13.09,1,0,0,Sparse,1,3,Credit-Model
Commodity,Commodity Spot,1,0,0,1,High,0.74,0,0,0,Full,1,1,Cost-of-Carry
Option,OTC European Option,0,0,1,0,Medium,1.36,1,0,0,Partial,1,2,Black-Scholes
Derivative,Equity Index Future,1,0,0,1,High,0.94,0,0,0,Full,1,1,Forward-Pricing
Bond,MBS,0,1,0,0,Low,22.02,1,0,0,Sparse,0,3,DCF
Currency,EM FX Forward,0,0,0,0,Medium,0.38,0,0,0,Partial,1,2,Forward-Pricing
Commodity,Agriculture,1,0,0,1,High,0.84,0,0,0,Full,1,1,Cost-of-Carry
Option,American Put,1,0,1,1,Medium,1.93,0,1,0,Full,1,1,Binomial-Tree
Derivative,Commodity Future,1,0,0,1,Medium,1.0,0,0,0,Full,1,1,Cost-of-Carry
Bond,Corporate Bond (IG),1,1,0,1,High,19.49,1,0,0,Full,1,2,DCF
Option,Digital Option,0,0,1,0,Low,0.82,0,0,1,Sparse,1,2,Monte-Carlo
Currency,FX Forward,1,0,0,0,Medium,0.96,0,0,0,Full,1,2,Forward-Pricing
Option,American Option,1,0,1,1,Medium,0.04,0,1,0,Full,1,2,Binomial-Tree
Currency,EM FX Forward,0,0,0,0,Medium,1.0,0,0,0,Sparse,1,3,Forward-Pricing
Option,American Put,1,0,1,1,High,1.84,0,1,0,Full,1,2,Binomial-Tree
Equity,Index ETF,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Equity,Blue Chip Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Derivative,Interest Rate Swap,0,1,0,0,High,9.59,1,0,0,Partial,0,2,DCF
Bond,Corporate Bond (HY),1,1,0,1,Medium,10.72,1,0,0,Sparse,1,2,Credit-Model
Currency,FX Spot,1,0,0,0,High,0.45,0,0,0,Full,1,1,Forward-Pricing
Equity,Growth Tech Stock,1,0,0,1,High,,0,0,0,Partial,1,1,Relative
Option,American Put,1,0,1,1,High,0.66,0,1,0,Full,1,1,Binomial-Tree
Currency,FX Spot,1,0,0,0,High,0.74,0,0,0,Full,1,1,Forward-Pricing
Equity,REIT,1,1,0,1,High,,0,0,0,Partial,1,1,DDM
Option,American Call,1,0,1,1,High,0.28,0,1,0,Full,1,2,Binomial-Tree
Bond,Treasury Bill,1,1,0,1,High,0.6,0,0,0,Full,1,1,DCF
Bond,Sovereign Emerging Bond,1,1,0,1,Low,22.57,1,0,0,Sparse,1,2,Credit-Model
Bond,Zero-Coupon Bond,1,1,0,1,Medium,10.75,0,0,0,Full,1,2,DCF
Currency,Major FX Forward,1,0,0,0,Medium,0.23,0,0,0,Full,1,2,Forward-Pricing
Bond,Corporate Bond (HY),1,1,0,1,Low,8.61,1,0,0,Partial,1,1,Credit-Model
Equity,Green Energy Stock,1,0,0,1,Medium,,0,0,0,Full,1,1,Relative
Option,OTC European Option,0,0,1,0,Low,2.14,1,0,0,Full,1,3,Black-Scholes
Derivative,Interest Rate Swap,0,1,0,0,High,5.78,1,0,0,Full,0,2,DCF
Currency,EM FX Forward,0,0,0,0,Low,0.71,0,0,0,Partial,1,3,Forward-Pricing
Commodity,Precious Metal,1,0,0,1,High,0.14,0,0,0,Full,1,1,Cost-of-Carry
Option,European Put,1,0,1,1,Medium,0.29,0,0,0,Full,1,1,Black-Scholes
Currency,FX Forward,1,0,0,0,High,0.02,0,0,0,Full,1,1,Forward-Pricing
Bond,Government Bond,1,1,0,1,Medium,27.43,0,0,0,Full,1,1,DCF
Equity,Biotech Stock,1,0,0,1,High,,0,0,0,Full,1,1,Relative
Option,American Call,1,0,1,1,High,0.18,0,1,0,Full,1,2,Binomial-Tree
Bond,CDS,1,1,0,0,High,3.83,1,0,0,Sparse,0,3,Credit-Model
Equity,Fintech Stock,1,0,0,1,Medium,,0,0,0,Partial,1,1,Relative
Bond,Corporate Bond (HY),1,1,0,1,Medium,6.2,1,0,0,Partial,1,2,Credit-Model
Derivative,Interest Rate Swap,0,1,0,0,Medium,14.23,1,0,0,Partial,0,2,DCF
Bond,Government Bond,1,1,0,1,High,23.33,0,0,0,Full,1,2,DCF
Bond,CDS,1,1,0,0,Low,7.61,1,0,0,Partial,0,3,Credit-Model
Option,OTC European Option,0,0,1,0,Medium,1.86,1,0,0,Partial,1,3,Black-Scholes
Bond,Corporate Bond (HY),1,1,0,1,Low,2.92,1,0,0,Partial,1,2,Credit-Model
Bond,Corporate Bond (IG),1,1,0,1,High,12.63,1,0,0,Full,1,1,DCF
Equity,Green Energy Stock,1,0,0,1,Medium,,0,0,0,Full,1,1,Relative
Commodity,Energy,1,0,0,1,High,0.63,0,0,0,Full,1,1,Cost-of-Carry
Bond,Corporate Bond (HY),1,1,0,1,Low,4.67,1,0,0,Sparse,1,3,Credit-Model
Bond,Corporate Bond (IG),1,1,0,1,High,13.51,1,0,0,Partial,1,1,DCF
Bond,Government Bond,1,1,0,1,Medium,4.66,0,0,0,Partial,1,2,DCF
Currency,Cross Currency Swap,0,1,0,0,Medium,2.85,1,0,0,Partial,0,3,Forward-Pricing
Option,European Put,1,0,1,1,High,0.53,0,0,0,Partial,1,2,Black-Scholes
Bond,CDS,0,1,0,0,Low,1.71,1,0,0,Partial,0,2,Credit-Model
Equity,Growth Tech Stock,1,0,0,1,High,,0,0,0,Full,1,2,Relative
Derivative,Interest Rate Swap,0,1,0,0,High,11.96,1,0,0,Full,0,2,DCF
Bond,Government Bond,1,1,0,1,Medium,29.41,0,0,0,Full,1,2,DCF
Option,European Call,1,0,1,1,Medium,0.12,0,0,0,Full,1,1,Black-Scholes
Option,American Put,1,0,1,1,Low,0.77,0,1,0,Full,1,2,Binomial-Tree
Equity,Large Cap Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Corporate Bond (HY),1,1,0,1,Low,5.2,1,0,0,Partial,1,2,Credit-Model
Commodity,Industrial Metal,1,0,0,1,Medium,0.83,0,0,0,Full,1,2,Cost-of-Carry
Option,European Call,1,0,1,1,High,0.54,0,0,0,Full,1,2,Black-Scholes
Bond,Municipal Bond,0,1,0,0,Medium,21.1,1,0,0,Sparse,0,3,DCF
Option,European Call,1,0,1,1,High,0.04,0,0,0,Full,1,1,Black-Scholes
Bond,Zero-Coupon Bond,1,1,0,1,Medium,15.87,0,0,0,Full,1,1,DCF
Equity,Blue Chip Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Commodity,Industrial Metal,1,0,0,1,Medium,1.17,0,0,0,Full,1,1,Cost-of-Carry
Derivative,Interest Rate Swap,0,1,0,0,High,21.05,1,0,0,Full,0,2,DCF
Bond,CDS,1,1,0,0,Medium,7.27,1,0,0,Sparse,0,3,Credit-Model
Equity,Telecom Stock,1,1,0,1,High,,0,0,0,Full,1,2,DDM
Equity,SaaS Stock,1,0,0,1,Medium,,0,0,0,Partial,1,2,Relative
Option,American Put,1,0,1,1,Medium,1.13,0,1,0,Full,1,2,Binomial-Tree
Bond,Zero-Coupon Bond,1,1,0,1,High,1.85,0,0,0,Partial,1,2,DCF
Option,Swaption,0,0,1,0,Medium,3.33,0,0,0,Partial,1,2,Black-Scholes
Option,American Option,1,0,1,1,Medium,1.82,0,1,0,Full,1,2,Binomial-Tree
Commodity,Precious Metal,1,0,0,1,High,0.42,0,0,0,Full,1,1,Cost-of-Carry
Option,American Call,1,0,1,1,Medium,1.01,0,1,0,Full,1,1,Binomial-Tree
Equity,Blue Chip Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Corporate Bond (IG),1,1,0,1,Medium,24.59,1,0,0,Partial,1,2,DCF
Currency,FX Forward,1,0,0,0,High,0.96,0,0,0,Full,1,1,Forward-Pricing
Bond,Corporate Bond (IG),1,1,0,1,High,5.17,1,0,0,Full,1,2,DCF
Option,European Call,1,0,1,1,Medium,0.24,0,0,0,Full,1,1,Black-Scholes
Currency,Major FX Forward,1,0,0,0,Medium,0.29,0,0,0,Full,1,1,Forward-Pricing
Bond,Corporate Bond (IG),1,1,0,1,Medium,9.07,1,0,0,Full,1,2,DCF
Equity,Index ETF,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Derivative,Interest Rate Swap,0,1,0,0,Medium,14.37,1,0,0,Sparse,0,3,DCF
Option,American Put,1,0,1,1,High,0.4,0,1,0,Partial,1,1,Binomial-Tree
Currency,EM FX Forward,0,0,0,0,Low,0.03,0,0,0,Partial,1,3,Forward-Pricing
Bond,Government Bond,1,1,0,1,High,3.74,0,0,0,Full,1,1,DCF
Bond,Corporate Bond (IG),1,1,0,1,Medium,17.78,1,0,0,Partial,1,1,DCF
Option,Barrier Option,0,0,1,0,Low,0.96,0,0,1,Partial,1,3,Monte-Carlo
Bond,Corporate Bond (HY),1,1,0,1,Medium,16.7,1,0,0,Sparse,1,2,Credit-Model
Bond,MBS,0,1,0,0,Low,11.11,1,0,0,Partial,0,3,DCF
Bond,Government Bond,1,1,0,1,Medium,26.93,0,0,0,Partial,1,2,DCF
Option,Digital Option,0,0,1,0,Low,0.86,0,0,1,Partial,1,3,Monte-Carlo
Option,European Put,1,0,1,1,High,1.16,0,0,0,Full,1,2,Black-Scholes
Option,Barrier Option,0,0,1,0,Low,0.76,0,0,1,Sparse,1,3,Monte-Carlo
Currency,FX Forward,1,0,0,0,High,0.12,0,0,0,Full,1,1,Forward-Pricing
Commodity,Agriculture,1,0,0,1,Medium,0.29,0,0,0,Partial,1,1,Cost-of-Carry
Option,American Call,1,0,1,1,Medium,0.08,0,1,0,Full,1,1,Binomial-Tree
Equity,Blue Chip Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Derivative,FX Option,0,0,1,0,Medium,1.44,0,0,0,Partial,1,2,Black-Scholes
Derivative,Commodity Future,1,0,0,1,High,1.65,0,0,0,Full,1,1,Cost-of-Carry
Derivative,Interest Rate Swap,0,1,0,0,Medium,1.95,1,0,0,Full,0,2,DCF
Currency,FX Forward,1,0,0,0,High,0.47,0,0,0,Full,1,2,Forward-Pricing
Equity,Large Cap Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Option,Barrier Option,0,0,1,0,Low,0.4,0,0,1,Partial,1,3,Monte-Carlo
