asset_class,asset_subclass,has_market_price,has_cash_flows,has_options_features,is_exchange_traded,liquidity,maturity_years,has_credit_risk,has_early_exercise,is_path_dependent,data_availability,volatility_available,ifrs_level,recommended_method
Option,American Option,1,0,1,1,Medium,1.4665212154581415,0,1,0,Partial,1,1,Binomial-Tree
Equity,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Government Bond,1,1,0,0,High,3.5366048656589912,0,0,0,Full,1,1,DCF
Option,European Option,1,0,1,0,Medium,1.7804029485329411,0,0,0,Partial,1,1,Black-Scholes
Option,European Option,1,0,1,1,Low,1.8018208958422501,0,0,0,Full,1,1,Black-Scholes
Commodity,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Government Bond,1,1,0,0,Medium,28.95955059232875,0,0,0,Full,0,2,DCF
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,Relative
Derivative,Interest Rate Swap,0,1,0,0,Medium,7.614545282070036,1,0,0,Partial,0,2,DCF
Bond,Government Bond,0,1,0,0,High,2.6573486707747525,0,0,0,Full,1,1,DCF
Bond,Corporate Bond,0,1,0,0,Low,19.778074071534732,0,0,0,Sparse,0,3,DCF
Commodity,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Government Bond,1,1,0,1,Medium,23.71076703392979,0,0,0,Full,1,1,DCF
ETF,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,American Option,1,0,1,1,Low,1.2180415406579184,0,1,0,Partial,1,1,Binomial-Tree
Option,European Option,1,0,1,1,Medium,0.24524967571169057,0,0,0,Full,1,1,Black-Scholes
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,Asian Option,0,0,1,0,Low,3.945202059021887,0,0,1,Partial,0,3,Monte-Carlo
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,American Option,0,0,1,1,Low,1.7984938024624035,0,1,0,Full,1,2,Binomial-Tree
Equity,Growth Stock,1,1,0,1,Low,,0,0,0,Partial,1,1,DCF
Commodity,Agriculture,1,0,0,1,Medium,0.21983883966077833,0,0,0,Full,1,1,Cost-of-Carry
Bond,Government Bond,0,1,0,0,Medium,0.2965618794463189,0,0,0,Full,1,1,DCF
Option,European Option,1,0,1,1,Medium,0.9261111115994466,0,0,0,Full,1,1,Black-Scholes
Bond,Corporate Bond,1,1,0,1,Medium,20.41014707454155,0,0,0,Sparse,0,3,DCF
Bond,Corporate Bond,1,1,0,0,High,1.4904711977266123,0,0,0,Sparse,1,3,DCF
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,Relative
Equity,Dividend Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Equity,Growth Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,Relative
Equity,Dividend Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Derivative,CDS,0,1,0,0,Medium,28.594365256130715,1,0,0,Partial,0,3,DCF
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,Relative
Derivative,Currency Swap,0,1,0,0,Medium,8.33205391067067,1,0,0,Partial,0,3,DCF
Option,European Option,1,0,1,1,Medium,0.8937498495438879,0,0,0,Full,1,1,Black-Scholes
Option,American Option,1,0,1,1,Low,0.7237899378893474,0,1,0,Full,1,2,Binomial-Tree
Bond,Corporate Bond,0,1,0,1,Low,14.133617452049839,0,0,0,Sparse,0,2,DCF
Commodity,Agriculture,1,0,0,1,High,1.5893416597820142,0,0,0,Full,1,1,Cost-of-Carry
Option,American Option,1,0,1,1,Low,1.5217229948597313,0,1,0,Full,1,1,Binomial-Tree
Derivative,Currency Swap,0,1,0,0,Medium,1.179305577948154,1,0,0,Partial,0,2,DCF
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Commodity,Industrial Metal,1,0,0,1,High,1.8169057800607027,0,0,0,Full,1,1,Cost-of-Carry
Commodity,Agriculture,1,0,0,1,High,0.11083293954581833,0,0,0,Full,1,1,Cost-of-Carry
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,American Option,1,0,1,1,Low,0.09770228056028188,0,1,0,Partial,1,2,Binomial-Tree
Currency,FX Forward,1,0,0,0,High,0.966950726859448,0,0,0,Full,1,2,Forward-Pricing
Option,European Option,1,0,1,1,Medium,0.43478272098480747,0,0,0,Full,1,1,Black-Scholes
Bond,Corporate Bond,1,1,0,1,Medium,13.098609138372717,0,0,0,Full,1,2,DCF
Currency,FX Forward,1,0,0,0,High,0.44400690553690253,0,0,0,Full,1,2,Forward-Pricing
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,DCF
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,Relative
Derivative,Currency Swap,0,1,0,0,Medium,27.659590244538254,1,0,0,Sparse,0,3,DCF
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Currency,FX Forward,1,0,0,0,Medium,0.5212848333615605,0,0,0,Full,1,2,Forward-Pricing
Derivative,Currency Swap,0,1,0,0,Low,29.158537678429248,1,0,0,Sparse,0,3,DCF
ETF,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Option,American Option,0,0,1,1,Medium,1.5188834981397734,0,1,0,Partial,1,2,Binomial-Tree
Option,European Option,1,0,1,1,Low,0.8058381968853395,0,0,0,Full,1,1,Black-Scholes
Option,American Option,0,0,1,1,Medium,0.6955801033364639,0,1,0,Partial,1,2,Binomial-Tree
Bond,Corporate Bond,1,1,0,0,Low,2.8820791066138742,1,0,0,Partial,1,2,Credit-Model
Bond,Corporate Bond,0,1,0,1,Low,25.19541907673256,0,0,0,Partial,0,2,DCF
Option,Asian Option,0,0,1,0,Low,4.545510638469943,0,1,1,Sparse,0,3,Monte-Carlo
Commodity,Precious Metal,1,0,0,1,Medium,1.8511034109125823,0,0,0,Full,1,1,Cost-of-Carry
Option,European Option,1,0,1,1,High,0.9636045282884367,0,0,0,Full,1,2,Black-Scholes
Commodity,Energy,1,0,0,1,High,0.8344533235968509,0,0,0,Full,1,1,Cost-of-Carry
Option,European Option,0,0,1,1,High,0.817721366334129,0,0,0,Partial,1,1,Black-Scholes
Derivative,Interest Rate Swap,0,1,0,0,Low,10.238329845653698,1,0,0,Sparse,0,3,DCF
Option,Lookback Option,0,0,1,0,Low,4.749103891537432,0,1,1,Partial,1,3,Monte-Carlo
Currency,FX Forward,1,0,0,0,High,0.38497522225150693,0,0,0,Full,1,2,Forward-Pricing
Option,American Option,0,0,1,1,Low,1.7671451388374004,0,1,0,Partial,1,1,Binomial-Tree
Bond,Corporate Bond,1,1,0,0,Low,10.711470413972565,1,0,0,Partial,0,2,Credit-Model
Option,American Option,1,0,1,1,Low,0.21806270871296435,0,1,0,Full,1,2,Binomial-Tree
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,DCF
Equity,Dividend Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Bond,Corporate Bond,1,1,0,1,High,9.637922553316127,0,0,0,Sparse,0,2,DCF
Option,European Option,0,0,1,1,Low,1.4434357503174848,0,0,0,Partial,1,1,Black-Scholes
Commodity,Energy,1,0,0,1,Medium,0.6858511493982371,0,0,0,Full,1,1,Cost-of-Carry
Option,European Option,0,0,1,1,Medium,0.8942636319820643,0,0,0,Partial,1,1,Black-Scholes
Option,Asian Option,0,0,1,0,Low,1.3500654273562036,0,1,1,Partial,1,3,Monte-Carlo
Option,European Option,1,0,1,1,Medium,1.2739012950193311,0,0,0,Partial,1,1,Black-Scholes
Option,Asian Option,0,0,1,0,Low,2.923641145934102,0,1,1,Sparse,1,3,Monte-Carlo
Equity,Growth Stock,1,1,0,1,Medium,,0,0,0,Partial,1,1,Relative
Bond,Government Bond,1,1,0,1,High,27.027474694740302,0,0,0,Full,0,1,DCF
Currency,FX Forward,0,0,0,0,Medium,0.9094241898840011,0,0,0,Full,1,2,Forward-Pricing
Option,Barrier Option,0,0,1,0,Low,1.418168263097638,0,0,1,Sparse,0,3,Monte-Carlo
ETF,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Derivative,Interest Rate Swap,0,1,0,0,Low,12.45038899318561,1,0,0,Partial,0,3,DCF
Currency,FX Forward,0,0,0,0,Medium,0.8084675401792576,0,0,0,Full,1,2,Forward-Pricing
Commodity,Precious Metal,1,0,0,1,High,1.401721673459664,0,0,0,Full,1,1,Cost-of-Carry
Option,American Option,1,0,1,1,High,1.1740813351602448,0,1,0,Full,1,1,Binomial-Tree
Equity,Growth Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,Relative
Option,European Option,1,0,1,0,High,0.27804141447060976,0,0,0,Full,1,2,Black-Scholes
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,Relative
ETF,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,DCF
Bond,Government Bond,1,1,0,1,Low,18.595346856991956,0,0,0,Partial,1,1,DCF
Bond,Corporate Bond,1,1,0,0,High,23.141959466378154,1,0,0,Full,0,2,Credit-Model
Currency,FX Forward,1,0,0,0,High,0.8817352260797588,0,0,0,Full,1,2,Forward-Pricing
Bond,Corporate Bond,0,1,0,0,High,9.683270619290091,1,0,0,Full,1,3,Credit-Model
Derivative,Currency Swap,0,1,0,0,Low,29.09928060472039,1,0,0,Sparse,0,2,DCF
Bond,Corporate Bond,0,1,0,1,Medium,24.624126624751597,0,0,0,Sparse,0,3,DCF
Commodity,Energy,1,0,0,1,Medium,1.0323831486875163,0,0,0,Full,1,1,Cost-of-Carry
Option,European Option,1,0,1,1,Low,1.0327057292843824,0,0,0,Partial,1,1,Black-Scholes
Derivative,Interest Rate Swap,0,1,0,0,Medium,15.911457246709327,1,0,0,Partial,0,2,DCF
Option,American Option,0,0,1,1,Medium,1.86223851649398,0,1,0,Partial,1,2,Binomial-Tree
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Bond,Government Bond,1,1,0,1,High,28.117717164917853,0,0,0,Full,1,1,DCF
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,American Option,1,0,1,1,Low,0.9970196729798224,0,1,0,Partial,1,2,Binomial-Tree
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,DCF
Bond,Government Bond,1,1,0,1,Medium,20.887046216999288,0,0,0,Full,1,1,DCF
Equity,Dividend Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Commodity,Precious Metal,1,0,0,1,Medium,1.8228326588083381,0,0,0,Full,1,1,Cost-of-Carry
Bond,Government Bond,1,1,0,1,High,27.25142732605751,0,0,0,Partial,0,1,DCF
Derivative,CDS,0,1,0,0,Low,24.506890580505686,1,0,0,Partial,0,3,DCF
Bond,Government Bond,1,1,0,1,High,10.750515477707609,0,0,0,Full,1,2,DCF
Option,European Option,1,0,1,0,Medium,1.0825140938762778,0,0,0,Partial,1,2,Black-Scholes
Derivative,CDS,0,1,0,0,Low,4.936581349103318,1,0,0,Sparse,0,2,DCF
Option,European Option,1,0,1,0,Medium,0.03142590936007662,0,0,0,Full,1,1,Black-Scholes
Option,Lookback Option,0,0,1,0,Medium,2.7633268784715734,0,0,1,Sparse,1,3,Monte-Carlo
Bond,Government Bond,1,1,0,1,High,20.960645317853274,0,0,0,Full,0,1,DCF
Bond,Corporate Bond,0,1,0,1,Medium,9.193957758040527,1,0,0,Full,0,3,Credit-Model
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,Relative
Equity,Growth Stock,1,1,0,1,Medium,,0,0,0,Partial,1,1,Relative
Option,Digital Option,0,0,1,0,Low,4.6633629077209475,0,1,1,Sparse,1,3,Monte-Carlo
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,European Option,1,0,1,1,High,1.2327292240522252,0,0,0,Partial,1,2,Black-Scholes
Derivative,Currency Swap,0,1,0,0,Medium,9.852664746615641,1,0,0,Partial,0,2,DCF
Option,Asian Option,0,0,1,0,Medium,3.7108746733238283,0,1,1,Sparse,1,3,Monte-Carlo
Equity,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Option,European Option,1,0,1,1,Medium,0.19608045505494723,0,0,0,Full,1,1,Black-Scholes
Bond,Government Bond,1,1,0,1,High,11.689211997433173,0,0,0,Full,0,2,DCF
Option,Lookback Option,0,0,1,0,Medium,1.1146536594121927,0,1,1,Sparse,1,3,Monte-Carlo
Equity,Growth Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,Relative
Bond,Government Bond,0,1,0,1,High,23.798856527093257,0,0,0,Full,1,2,DCF
Bond,Corporate Bond,0,1,0,1,Medium,22.821581790008334,1,0,0,Full,0,2,Credit-Model
Option,Barrier Option,0,0,1,0,Medium,2.792661462861518,0,1,1,Sparse,1,3,Monte-Carlo
Option,European Option,1,0,1,1,High,0.03149146230902336,0,0,0,Full,1,2,Black-Scholes
ETF,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Option,European Option,1,0,1,1,High,1.2873789852406168,0,0,0,Partial,1,1,Black-Scholes
Option,American Option,1,0,1,1,Medium,1.3368533311968875,0,1,0,Partial,1,1,Binomial-Tree
Option,European Option,1,0,1,1,Medium,0.11497576598736224,0,0,0,Partial,1,1,Black-Scholes
Option,American Option,0,0,1,1,Low,0.8854146038598006,0,1,0,Full,1,2,Binomial-Tree
Equity,Dividend Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Bond,Government Bond,0,1,0,1,High,4.504002541071866,0,0,0,Partial,0,1,DCF
Derivative,Interest Rate Swap,0,1,0,0,Medium,19.182185355376998,1,0,0,Partial,0,3,DCF
Option,American Option,0,0,1,1,Low,1.7884146623912782,0,1,0,Full,1,2,Binomial-Tree
Option,Asian Option,0,0,1,0,Medium,4.460005694902709,0,1,1,Partial,0,3,Monte-Carlo
Bond,Government Bond,1,1,0,0,High,27.07741926602885,0,0,0,Full,0,1,DCF
Option,Digital Option,0,0,1,0,Medium,0.6392851821443453,0,1,1,Partial,0,3,Monte-Carlo
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,American Option,1,0,1,1,High,1.4926593477996173,0,1,0,Partial,1,1,Binomial-Tree
Option,European Option,1,0,1,1,High,0.9489487761634493,0,0,0,Partial,1,1,Black-Scholes
Currency,FX Forward,0,0,0,0,Medium,0.024313576823710555,0,0,0,Full,1,2,Forward-Pricing
Option,Barrier Option,0,0,1,0,Low,2.3024527775070864,0,1,1,Sparse,1,3,Monte-Carlo
Derivative,Interest Rate Swap,0,1,0,0,Medium,3.9844405360619213,1,0,0,Partial,0,2,DCF
Bond,Government Bond,0,1,0,1,Low,1.5340073805296393,0,0,0,Partial,0,2,DCF
Option,European Option,1,0,1,0,High,1.6121363072010406,0,0,0,Partial,1,1,Black-Scholes
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Bond,Government Bond,1,1,0,1,Medium,28.554249430648046,0,0,0,Full,0,2,DCF
Currency,FX Forward,1,0,0,0,Medium,0.5552215810541097,0,0,0,Full,1,2,Forward-Pricing
Option,American Option,1,0,1,1,Low,1.0767669094771197,0,1,0,Full,1,2,Binomial-Tree
Currency,FX Forward,0,0,0,0,High,0.6078706136919462,0,0,0,Full,1,2,Forward-Pricing
Option,Digital Option,0,0,1,0,Low,3.550358278865482,0,1,1,Partial,0,3,Monte-Carlo
Option,European Option,0,0,1,1,High,0.14185520758697698,0,0,0,Full,1,2,Black-Scholes
Bond,Government Bond,1,1,0,1,Medium,22.510725788913835,0,0,0,Full,1,1,DCF
Option,Digital Option,0,0,1,0,Low,4.335998724417739,0,1,1,Sparse,1,3,Monte-Carlo
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,European Option,1,0,1,0,Medium,1.7467700062182305,0,0,0,Full,1,1,Black-Scholes
Currency,FX Forward,1,0,0,0,Medium,0.25756759429396653,0,0,0,Full,1,2,Forward-Pricing
Option,Digital Option,0,0,1,0,Low,4.87400902446174,0,0,1,Sparse,0,3,Monte-Carlo
Option,European Option,0,0,1,1,Low,1.1288078986732584,0,0,0,Full,1,2,Black-Scholes
Option,American Option,1,0,1,1,Low,1.763882182606895,0,1,0,Partial,1,2,Binomial-Tree
Currency,FX Forward,0,0,0,0,Medium,0.20319663814084288,0,0,0,Full,1,2,Forward-Pricing
Currency,FX Forward,0,0,0,0,High,0.347971709784854,0,0,0,Full,1,2,Forward-Pricing
Bond,Government Bond,1,1,0,1,Medium,29.063985618071793,0,0,0,Full,1,1,DCF
ETF,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Equity,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Option,Digital Option,0,0,1,0,Low,4.5037579566915955,0,0,1,Sparse,1,3,Monte-Carlo
Equity,Dividend Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Equity,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Option,European Option,0,0,1,0,Medium,0.4248441059911995,0,0,0,Partial,1,1,Black-Scholes
Equity,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,Relative
Option,European Option,1,0,1,1,Medium,1.167629580472002,0,0,0,Partial,1,2,Black-Scholes
Option,Lookback Option,0,0,1,0,Low,2.651448531994107,0,1,1,Partial,1,3,Monte-Carlo
Currency,FX Forward,1,0,0,0,Medium,0.30366021041828195,0,0,0,Full,1,2,Forward-Pricing
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,Relative
Bond,Government Bond,0,1,0,1,High,4.2210291793743275,0,0,0,Full,0,1,DCF
Bond,Corporate Bond,1,1,0,1,Medium,9.830222306266881,0,0,0,Sparse,0,3,DCF
Bond,Government Bond,1,1,0,1,Medium,0.34574334222729075,0,0,0,Full,1,2,DCF
Option,American Option,1,0,1,1,High,0.40776169895058284,0,1,0,Full,1,2,Binomial-Tree
Option,American Option,1,0,1,1,Medium,1.7505160629939047,0,1,0,Partial,1,1,Binomial-Tree
Bond,Corporate Bond,0,1,0,0,Low,7.04114631024702,0,0,0,Partial,0,2,DCF
Option,European Option,1,0,1,0,High,0.7832314607054761,0,0,0,Full,1,2,Black-Scholes
Commodity,Agriculture,1,0,0,1,High,1.6530920237061721,0,0,0,Full,1,1,Cost-of-Carry
Option,European Option,0,0,1,1,Medium,1.2164338416541118,0,0,0,Partial,1,1,Black-Scholes
Derivative,CDS,0,1,0,0,Medium,9.050965488962262,1,0,0,Sparse,0,3,DCF
Option,Digital Option,0,0,1,0,Low,0.717968746648703,0,1,1,Sparse,1,3,Monte-Carlo
Option,Barrier Option,0,0,1,0,Low,1.0707327018907138,0,0,1,Sparse,1,3,Monte-Carlo
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,Relative
Bond,Government Bond,1,1,0,1,Low,25.731982406500823,0,0,0,Partial,0,1,DCF
Commodity,Energy,1,0,0,1,High,1.8038356728347253,0,0,0,Full,1,1,Cost-of-Carry
Option,European Option,1,0,1,0,Low,0.4866604863748047,0,0,0,Partial,1,1,Black-Scholes
Derivative,CDS,0,1,0,0,Low,12.282760578940925,1,0,0,Sparse,0,2,DCF
Bond,Corporate Bond,0,1,0,0,High,17.840273452074264,1,0,0,Partial,1,3,Credit-Model
Equity,Growth Stock,1,1,0,1,Low,,0,0,0,Full,1,1,Relative
Option,Lookback Option,0,0,1,0,Low,4.516484533397581,0,0,1,Sparse,0,3,Monte-Carlo
Commodity,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Option,European Option,0,0,1,0,High,1.0772339629311691,0,0,0,Full,1,1,Black-Scholes
Option,Lookback Option,0,0,1,0,Low,0.4170316194695436,0,1,1,Sparse,0,3,Monte-Carlo
Bond,Corporate Bond,1,1,0,0,Low,5.448973589283552,1,0,0,Partial,0,2,Credit-Model
Bond,Corporate Bond,0,1,0,0,High,27.023610107937024,1,0,0,Partial,0,2,Credit-Model
Commodity,Precious Metal,1,0,0,1,Medium,0.6401699236555232,0,0,0,Full,1,1,Cost-of-Carry
Option,European Option,1,0,1,1,High,0.8760211217597573,0,0,0,Partial,1,1,Black-Scholes
Bond,Corporate Bond,1,1,0,0,Low,5.246651441481667,0,0,0,Sparse,0,3,DCF
Bond,Corporate Bond,1,1,0,1,High,17.6445461160013,0,0,0,Partial,1,3,DCF
Derivative,CDS,0,1,0,0,Medium,1.5546641680881805,1,0,0,Sparse,0,2,DCF
Derivative,CDS,0,1,0,0,Medium,22.30108457757556,1,0,0,Partial,0,2,DCF
Bond,Corporate Bond,1,1,0,0,Medium,17.838711551379387,0,0,0,Sparse,0,2,DCF
Bond,Government Bond,1,1,0,1,Low,3.2813197509698697,0,0,0,Full,1,1,DCF
Option,European Option,0,0,1,1,High,0.8543263436034327,0,0,0,Partial,1,1,Black-Scholes
Bond,Government Bond,1,1,0,1,Medium,16.290047981088822,0,0,0,Full,0,2,DCF
Option,American Option,0,0,1,1,Medium,1.5217423796720706,0,1,0,Full,1,1,Binomial-Tree
ETF,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Corporate Bond,0,1,0,1,Medium,26.171409175196185,1,0,0,Partial,0,2,Credit-Model
Currency,FX Forward,1,0,0,0,High,0.07558083551658101,0,0,0,Full,1,2,Forward-Pricing
Bond,Government Bond,1,1,0,0,High,29.320931980584188,0,0,0,Full,0,2,DCF
Derivative,Interest Rate Swap,0,1,0,0,Medium,16.811121285704605,1,0,0,Sparse,0,3,DCF
Option,European Option,1,0,1,0,Low,1.7890489272508896,0,0,0,Partial,1,1,Black-Scholes
Option,American Option,1,0,1,1,High,1.7421417646675732,0,1,0,Full,1,2,Binomial-Tree
Commodity,Agriculture,1,0,0,1,High,1.6327335620200443,0,0,0,Full,1,1,Cost-of-Carry
Commodity,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Currency,FX Forward,1,0,0,0,High,0.17242928967047755,0,0,0,Full,1,2,Forward-Pricing
Equity,Growth Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,Relative
Option,European Option,1,0,1,1,High,0.6113708716273485,0,0,0,Partial,1,2,Black-Scholes
Commodity,Precious Metal,1,0,0,1,Medium,1.5307737571024105,0,0,0,Full,1,1,Cost-of-Carry
Equity,Growth Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,Relative
Equity,Dividend Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Commodity,Precious Metal,1,0,0,1,Medium,1.3423488035679216,0,0,0,Full,1,1,Cost-of-Carry
Option,Digital Option,0,0,1,0,Low,2.6528242582911634,0,0,1,Sparse,1,3,Monte-Carlo
Option,European Option,0,0,1,1,Medium,1.519869449180642,0,0,0,Full,1,2,Black-Scholes
Bond,Corporate Bond,1,1,0,0,Low,4.476841710708651,1,0,0,Sparse,0,2,Credit-Model
Currency,FX Forward,0,0,0,0,High,0.5327536595679464,0,0,0,Full,1,2,Forward-Pricing
Equity,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Corporate Bond,1,1,0,1,Low,29.00268511004564,1,0,0,Partial,0,2,Credit-Model
Option,Digital Option,0,0,1,0,Low,1.9599954773981982,0,1,1,Sparse,1,3,Monte-Carlo
Commodity,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Derivative,Currency Swap,0,1,0,0,Low,17.51106139029851,1,0,0,Sparse,0,3,DCF
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Bond,Corporate Bond,0,1,0,0,Low,9.578898827399545,0,0,0,Full,1,2,DCF
Derivative,Interest Rate Swap,0,1,0,0,Medium,9.491572798038748,1,0,0,Sparse,0,3,DCF
Commodity,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Equity,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Equity,Growth Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,Relative
Option,European Option,1,0,1,1,High,0.6791659505381785,0,0,0,Full,1,2,Black-Scholes
Bond,Government Bond,1,1,0,0,Medium,18.06008990486184,0,0,0,Full,1,1,DCF
Option,European Option,0,0,1,1,High,0.4183224748855235,0,0,0,Partial,1,2,Black-Scholes
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,DCF
Derivative,Currency Swap,0,1,0,0,Low,6.5830472827741415,1,0,0,Sparse,0,2,DCF
Derivative,Interest Rate Swap,0,1,0,0,Medium,7.379917427445724,1,0,0,Sparse,0,3,DCF
Currency,FX Forward,1,0,0,0,Medium,0.8980158063660642,0,0,0,Full,1,2,Forward-Pricing
Currency,FX Forward,1,0,0,0,High,0.09150066663469575,0,0,0,Full,1,2,Forward-Pricing
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,Relative
Bond,Government Bond,1,1,0,1,Medium,15.929483551371636,0,0,0,Full,1,2,DCF
Commodity,Industrial Metal,1,0,0,1,High,0.14113614953234788,0,0,0,Full,1,1,Cost-of-Carry
Commodity,Energy,1,0,0,1,High,0.4088626616809306,0,0,0,Full,1,1,Cost-of-Carry
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Derivative,CDS,0,1,0,0,Low,1.2120041709932825,1,0,0,Partial,0,2,DCF
Commodity,Precious Metal,1,0,0,1,High,1.26650824994683,0,0,0,Full,1,1,Cost-of-Carry
Option,American Option,0,0,1,1,Medium,1.4478489901261062,0,1,0,Full,1,1,Binomial-Tree
Derivative,Interest Rate Swap,0,1,0,0,Low,2.962579733542399,1,0,0,Partial,0,3,DCF
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,American Option,1,0,1,1,Medium,0.14698779943001883,0,1,0,Full,1,2,Binomial-Tree
Equity,Growth Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DCF
Equity,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Derivative,CDS,0,1,0,0,Low,14.137696394434984,1,0,0,Sparse,0,3,DCF
Bond,Corporate Bond,1,1,0,0,Medium,13.039223965789626,1,0,0,Partial,0,2,Credit-Model
ETF,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Equity,Growth Stock,1,1,0,1,Low,,0,0,0,Full,1,1,Relative
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,European Option,1,0,1,0,Medium,1.4447256582655612,0,0,0,Full,1,2,Black-Scholes
Bond,Government Bond,1,1,0,1,High,13.16207614367279,0,0,0,Full,1,1,DCF
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
ETF,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
